MAVEN LPW LP Stub DAC-to-sweep voltage calibration Wed Sep 17 14:15:19 2014
DAC Step	V1	V2
1067	23.6604	23.4506
1068	23.6365	23.4236
1069	23.6125	23.4029
1070	23.5885	23.3850
1071	23.5646	23.3681
1072	23.5407	23.3502
1073	23.5169	23.3294
1074	23.4933	23.3072
1075	23.4696	23.2837
1076	23.4459	23.2587
1077	23.4221	23.2312
1078	23.3983	23.2026
1079	23.3745	23.1744
1080	23.3507	23.1481
1081	23.3269	23.1274
1082	23.3031	23.1086
1083	23.2792	23.0893
1084	23.2553	23.0673
1085	23.2313	23.0382
1086	23.2073	23.0065
1087	23.1833	22.9746
1088	23.1593	22.9449
1089	23.1354	22.9206
1090	23.1115	22.8987
1091	23.0877	22.8784
1092	23.0639	22.8585
1093	23.0401	22.8391
1094	23.0163	22.8197
1095	22.9926	22.7991
1096	22.9688	22.7760
1097	22.9450	22.7474
1098	22.9212	22.7164
1099	22.8974	22.6854
1100	22.8736	22.6567
1101	22.8497	22.6335
1102	22.8258	22.6127
1103	22.8019	22.5930
1104	22.7779	22.5732
1105	22.7538	22.5511
1106	22.7297	22.5287
1107	22.7056	22.5063
1108	22.6815	22.4841
1109	22.6576	22.4631
1110	22.6337	22.4423
1111	22.6098	22.4213
1112	22.5859	22.3996
1113	22.5618	22.3775
1114	22.5376	22.3546
1115	22.5135	22.3305
1116	22.4894	22.3049
1117	22.4655	22.2763
1118	22.4417	22.2464
1119	22.4179	22.2166
1120	22.3941	22.1886
1121	22.3701	22.1643
1122	22.3462	22.1418
1123	22.3221	22.1204
1124	22.2981	22.0991
1125	22.2741	22.0780
1126	22.2501	22.0567
